"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://www.lupo.com.br/meninos/cuecas/slip","1","Cueca Slip Infantil Masculina Várias Cores","42","376","Indexable",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-00141-003/p","1","Cueca Infantil Boxer Algodão Com Elastano Cós Mini Lupo - Lupo","62","577","Indexable",""
"https://www.lupo.com.br/cueca-disney-slip-kit-com-3-unidades-00111-089/p","1","Kit com 3 Cuecas Infantis Slip Mickey Disney Lupo - Lupo","56","506","Indexable",""
"https://www.lupo.com.br/produtos/Adulto/Feminino?PS=12&map=c,specificationFilter_27,specificationFilter_30","1","Feminino - Adulto - Produtos - Lupo","35","314","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/meninos/cuecas/boxer","1","Cueca Box Infantil Masculina - Cueca Boxer | Lupo","49","444","Indexable",""
"https://www.lupo.com.br/slip-lupo-kids-algodo-00361-002/p","1","Slip Lupo Kids Algodão - Lupo","29","264","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-robots-20620-001/p","1","Pijama Curto Masculino Infantil Robots com Toque Macio - Lupo","61","571","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-manga-longa-20632-001/p","1","Pijama Lupo KM Manga Longa - Lupo","33","333","Indexable",""
"https://www.lupo.com.br/produtos/meias/soquetes","1","Soquetes - Lupo","15","144","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-dino-20614-001-outlet/p","1","Pijama Infantil Curto Dino Wild para Meninos - Lupo","51","459","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","1","Pijama Curto Infantil Masculino Natal coleção Cats - Lupo","57","513","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","1","Pijama Lupo KM Longo Dinos - Lupo","33","322","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas/tanga","1","Calcinha Tanga: Modelo Que se Adapta ao Corpo | Lupo","52","494","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","1","Pijama Lupo KM Curto - Lupo","27","261","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas - Lupo","14","133","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","1","Pijama Curto Masculino Infantil com Detalhes de Recortes - Lupo","63","579","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas - Lupo","14","133","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","1","Pijama Lupo KM Longo Moletinho - Lupo","37","361","Indexable",""
"https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","1","Sunga Lupo Recorte Com Costura Infantil - Lupo","46","428","Indexable",""
