"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/edf-40-972d3171171ded385417558061780946-1024-1024.webp","image/webp","87858","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/edf-40-972d3171171ded385417558061780946-50-0.webp","image/webp","4124","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/dupla-face-03-73a05432392d98ab9a17537248691081-50-0.webp","image/webp","764","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/dupla-face-03-73a05432392d98ab9a17537248691081-1024-1024.webp","image/webp","58512","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_marrom-710249b70818bfe56317543185706361-50-0.webp","image/webp","660","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede-04-85e7481a64926da86b17543185703651-50-0.webp","image/webp","4518","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_marrom-710249b70818bfe56317543185706361-1024-1024.webp","image/webp","256106","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_off_white-92f309c62dbf34871c17543185706137-1024-1024.webp","image/webp","251536","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_preto-0aa353788776f1f05f17543185706213-1024-1024.webp","image/webp","284174","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede-04-85e7481a64926da86b17543185703651-1024-1024.webp","image/webp","248738","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_caramelo-260c6d996de39c045e17543185707174-1024-1024.webp","image/webp","325858","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_caramelo-260c6d996de39c045e17543185707174-50-0.webp","image/webp","756","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_off_white-92f309c62dbf34871c17543185706137-50-0.webp","image/webp","266","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/suede_preto-0aa353788776f1f05f17543185706213-50-0.webp","image/webp","536","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lepo-2e90142e5527220a6c17540787267643-1024-1024.webp","image/webp","20160","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/foto-lepo-02-30838e0da3682eccb617540787323070-50-0.webp","image/webp","4082","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/foto-lepo-01-63335431dd5deea30317567460249832-1024-1024.webp","image/webp","49818","0","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/foto-lepo-01-63335431dd5deea30317567460249832-50-0.webp","image/webp","3452","2","Indexable","",""
"https://acdn-us.mitiendanube.com/stores/001/720/481/products/lec-branca-30cm-f0050dbd0f6488fd7c17567460158771-1024-1024.webp","image/webp","18358","0","Indexable","",""
